End station #,LATITUDE,LONGITUDE
31617,38.900413,-76.982872
31049,38.883669,-77.113905
31608,38.8792,-76.9953
31036,38.87887,-77.1207
31279,38.898412,-77.043182
31278,38.912648,-77.041834
31907,38.798133,-77.0487
32019,38.990249,-77.02935
31637,38.899703,-77.008911
31008,38.8629,-77.0528
31805,38.873057,-76.971015
31301,38.938736,-77.087171
31114,38.918809,-77.041571
31901,38.884829,-77.127671
31009,38.848466,-77.051514
31801,38.862669,-76.994637
31307,38.930282,-77.055599
31506,38.915417,-77.012289
31076,38.839912,-77.087083
31622,38.894832,-76.987633
31645,38.902877,-76.998405
31214,38.9121,-77.0387
31041,38.803124,-77.040363
31045,38.805648,-77.05293
31254,38.902,-77.03353
31266,38.905607,-77.027137
31640,38.896134,-76.9929
31108,38.8767,-77.0178
31303,38.947607,-77.079382
31292,38.892441,-77.048947
31507,38.928743,-77.012457
31111,38.9172,-77.0259
31082,38.801111,-77.068952
32032,39.076331,-77.141378
31092,38.896456,-77.104562
31025,38.88397,-77.10783
31412,38.957463,-77.002239
31034,38.882629,-77.109366
31100,38.9003,-77.0429
31286,38.90843,-77.02714
31633,38.887312,-77.025762
31029,38.896923,-77.086502
31053,38.863833,-77.080319
31073,38.873219,-77.082104
31917,38.89386,-77.070862
31077,38.88992,-77.071301
32043,38.997445,-77.023894
31630,38.889908,-76.983326
31518,38.915604,-76.983683
31220,38.894919,-77.046587
31607,38.882915,-76.987907
31604,38.899408,-77.015289
31093,38.898984,-77.078317
31635,38.876737,-76.994468
31081,38.804378,-77.060866
31012,38.850688,-77.05152
31919,38.876695,-77.112982
32002,38.981103,-77.097426
31065,38.880705,-77.08596
32055,38.979875,-77.093522
31051,38.889365,-77.077294
31004,38.857866,-77.05949
31273,38.878433,-77.03023
31027,38.896355,-77.078408
32000,38.988562,-77.096539
31079,38.894941,-77.09169
31317,38.958267,-77.084636
31708,38.896544,-76.96012
31020,38.8904,-77.0889
31117,38.92333,-77.0352
31098,38.80704,-77.059817
31099,38.813485,-77.049468
31016,38.893438,-77.076389
31094,38.895377,-77.09713
31118,38.917622,-77.01597
31044,38.805317,-77.049883
31300,38.944551,-77.063896
31106,38.923203,-77.047637
31086,38.82595,-77.058541
31035,38.876393,-77.107735
31010,38.8426,-77.0502
31313,38.941154,-77.062036
31067,38.862478,-77.086599
31038,38.883921,-77.116817
31520,38.91263,-76.971923
32008,38.98954,-77.098029
31508,38.90509,-76.9941
31003,38.86017,-77.049593
31001,38.85725,-77.05332
31304,38.922581,-77.070334
32025,38.975,-77.01121
31046,38.811456,-77.050276
31089,38.890612,-77.084801
31226,38.916442,-77.0682
31414,38.967505,-77.027976
31609,38.878694,-77.023054
31606,38.8803,-76.9862
32048,38.984691,-77.094537
31085,38.820064,-77.057619
31915,38.818748,-77.047783
32011,38.983627,-77.006311
31052,38.844015,-77.050537
31407,38.956432,-77.032947
32027,38.992375,-77.100104
31122,38.928893,-77.03625
31707,38.889935,-76.93723
32222,38.915246,-77.220157
31517,38.908387,-76.996869
31516,38.920682,-76.995876
32215,38.948363,-77.338119
31031,38.89054,-77.08095
31028,38.893401,-77.085867
31644,38.882489,-76.990121
31411,38.961339,-77.027855
31013,38.854381,-77.053412
31908,38.828437,-77.086031
31019,38.889,-77.0925
31055,38.846222,-77.069275
31406,38.942016,-77.032652
32036,38.997033,-77.025608
31803,38.866611,-76.985238
32051,38.994113,-77.076986
31090,38.864702,-77.048672
31705,38.894,-76.947974
32049,38.986743,-77.000035
32017,39.083673,-77.149162
31294,38.88345,-77.021741
32035,38.999388,-77.031555
32040,38.96115,-77.088659
31515,38.952369,-77.002721
32062,39.038341,-77.051023
31914,38.797557,-77.053766
31048,38.805767,-77.06072
31913,38.820058,-77.062821
32205,38.924437,-77.217664
32046,38.964992,-77.103381
31315,38.964544,-77.075135
32031,39.094103,-77.132954
31054,38.857803,-77.086733
31033,38.850337,-77.100989
32024,38.989724,-77.023854
32014,38.961763,-77.085998
31804,38.865784,-76.9784
32204,38.920939,-77.222115
31405,38.949662,-77.027333
31903,38.799267,-77.0447
31026,38.884734,-77.093485
31070,38.873755,-77.089233
31060,38.84232,-77.089555
31309,38.954812,-77.082426
31710,38.898536,-76.931862
31069,38.871822,-77.107906
31043,38.810743,-77.044664
31802,38.867373,-76.988039
31306,38.922649,-77.077271
31902,38.876528,-77.12712
32020,39.107709,-77.152072
31030,38.89593,-77.089006
31510,38.927095,-76.978924
31084,38.802677,-77.063562
32021,38.982456,-77.091991
31904,38.884859,-77.155988
32029,38.977093,-77.094589
32018,39.123513,-77.15741
32218,38.960084,-77.353414
31318,38.947156,-77.065115
31059,38.84736,-77.095431
32039,38.999634,-77.109647
31501,38.933668,-76.991016
31800,38.84323,-76.999376
31087,38.820932,-77.053096
32214,38.957037,-77.359718
32004,39.096312,-77.192672
31504,38.932514,-76.992889
32044,39.085394,-77.145803
31000,38.858971,-77.05323
31096,38.86612,-77.08787
31906,38.812711,-77.061715
32203,38.919475,-77.221179
31207,38.9249,-77.0222
31071,38.86646,-77.04826
32045,39.119765,-77.166093
32066,39.032029,-77.04735
31056,38.847977,-77.075104
31706,38.86559,-76.952103
32050,38.997653,-77.034499
31075,38.866471,-77.076131
31811,38.831516,-77.008133
31066,38.867262,-77.072315
32001,38.985404,-77.023082
31050,38.884961,-77.08777
31018,38.892164,-77.079375
32212,38.960574,-77.356324
31700,38.860227,-76.966572
31912,38.841291,-77.063093
31812,38.870695,-76.982359
32012,38.99521,-77.02918
31521,38.93293,-76.979517
31900,38.898301,-77.118009
32007,39.084125,-77.151291
32209,38.970046,-77.338686
31040,38.884616,-77.10108
32052,39.105295,-77.194774
32006,38.987,-77.029417
31806,38.844711,-76.987823
32054,38.999679,-77.051168
31095,38.86215,-77.068121
32023,39.095661,-77.159048
31057,38.8444,-77.085931
32223,38.970412,-77.340787
32056,38.995681,-77.038721
31062,38.896553,-77.06714
31711,38.908473,-76.933099
32013,38.983525,-77.095367
32201,38.92403,-77.235955
32216,38.959633,-77.358741
32064,39.035965,-77.048395
31713,38.897407,-76.925907
31807,38.863897,-76.990037
31316,38.946182,-77.08059
31126,38.925636,-77.027112
31413,38.968834,-77.016258
31295,38.905368,-77.065149
32219,38.955314,-77.368416
31296,38.924088,-77.040787
32208,38.932636,-77.231825
32059,38.98265,-76.988311
32207,38.928919,-77.225394
31299,38.912644,-77.04564
31321,38.892244,-77.033234
31909,38.843422,-77.064016
31920,38.888282,-77.111066
31924,38.892556,-77.082089
32005,39.093783,-77.202501
32067,39.121327,-77.164969
31905,38.880992,-77.135271
32220,38.951443,-77.340377
31921,38.886048,-77.142317
31714,38.891805,-76.913563
32210,38.962524,-77.361902
31297,38.8995,-77.054155
31701,38.8692,-76.9599
32028,38.990639,-77.100239
31910,38.822738,-77.049265
32037,39.114688,-77.171487
31703,38.897063,-76.947446
32015,39.120045,-77.156985
31298,38.905424,-77.034674
31058,38.860789,-77.09586
32217,38.95534,-77.357611
32022,39.025387,-77.044563
31522,38.914751,-77.00356
32213,38.955079,-77.351649
31072,38.837666,-77.09482
32211,38.962095,-77.358815
32033,39.102212,-77.177091
32070,39.105642,-77.20386
32047,39.084379,-77.146866
31128,38.905303,-77.050264
31127,38.899104,-77.048946
32068,39.126,-77.1673
32058,38.990874,-77.016311
32071,39.106971,-77.192645
31704,38.901385,-76.941877
31320,38.936298,-77.087128
32057,39.014716,-77.107143
31923,38.858524,-77.103728
31129,38.89635,-77.03338
31646,38.88044,-77.025236
32221,38.923083,-77.227417
32063,39.044887,-77.047788
31523,38.915,-77.0078
32206,38.931911,-77.219261
32016,39.099376,-77.188014
32072,39.106152,-77.202354
31702,38.878,-76.9607
31064,38.834108,-77.087323
31813,38.84627,-76.98185
32065,39.043272,-77.053085
32200,38.929261,-77.240654
32042,39.097636,-77.196636
32225,38.964208,-77.35428
32041,39.103091,-77.196442
32069,39.12333,-77.16486
32030,39.102099,-77.200322
31816,38.836,-77.0009
