Duration,Start date,End date,Start station number,Start station,End station number,End station,Bike number,Member type
637,2015-07-01 12:45:28,2015-07-01 12:56:05,31271,Constitution Ave & 2nd St NW/DOL,31228,8th & H St NW,W01081,Member
1292,2015-07-01 12:55:36,2015-07-01 13:17:08,31231,14th & D St NW / Ronald Reagan Building,31249,Jefferson Memorial,W00114,Casual
750,2015-07-01 13:21:29,2015-07-01 13:33:59,31636,New Jersey Ave & N St NW/Dunbar HS,31256,10th & E St NW,W01219,Member
513,2015-07-01 13:26:28,2015-07-01 13:35:02,31306,39th & Calvert St NW / Stoddert,31236,37th & O St NW / Georgetown University,W21711,Member
5924,2015-07-01 13:51:05,2015-07-01 15:29:49,31240,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,31240,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,W21537,Casual
496,2015-07-01 13:57:40,2015-07-01 14:05:57,31213,17th & K St NW,31256,10th & E St NW,W21804,Member
1805,2015-07-01 14:17:32,2015-07-01 14:47:38,31237,25th St & Pennsylvania Ave NW,31248,Smithsonian-National Mall / Jefferson Dr & 12th St SW,W21483,Member
1359,2015-07-01 14:26:24,2015-07-01 14:49:04,31261,21st St & Constitution Ave NW,31231,14th & D St NW / Ronald Reagan Building,W21008,Casual
2449,2015-07-01 14:53:19,2015-07-01 15:34:08,31271,Constitution Ave & 2nd St NW/DOL,31247,Jefferson Dr & 14th St SW,W00237,Casual
494,2015-07-01 15:10:08,2015-07-01 15:18:23,31507,1st & Washington Hospital Center NW,31502,John McCormack Dr & Michigan Ave NE,w00527,Member
701,2015-07-01 15:26:43,2015-07-01 15:38:25,31262,11th & F St NW,31254,15th & K St NW,W20276,Casual
8731,2015-07-01 15:35:24,2015-07-01 18:00:55,31000,Eads St & 15th St S,31218,L'Enfant Plaza / 7th & C St SW,W21744,Casual
303,2015-07-01 16:02:54,2015-07-01 16:07:58,31101,14th & V St NW,31116,California St & Florida Ave NW,W00405,Member
856,2015-07-01 16:52:27,2015-07-01 17:06:43,31217,USDA / 12th & Independence Ave SW,31624,North Capitol St & F St NW,W00841,Member
1059,2015-07-01 16:57:18,2015-07-01 17:14:58,31242,18th St & Pennsylvania Ave NW,31265,5th St & Massachusetts Ave NW,W20043,Member
287,2015-07-01 17:03:37,2015-07-01 17:08:25,31234,20th & O St NW / Dupont South,31214,17th & Corcoran St NW,W21789,Member
3159,2015-07-01 17:14:14,2015-07-01 18:06:54,31243,4th & C St SW,31258,Lincoln Memorial,W20808,Casual
1900,2015-07-01 17:15:11,2015-07-01 17:46:52,31247,Jefferson Dr & 14th St SW,31219,10th St & Constitution Ave NW,W01195,Casual
1752,2015-07-01 17:20:00,2015-07-01 17:49:13,31110,20th St & Florida Ave NW,31623,Columbus Circle / Union Station,W21492,Member
1209,2015-07-01 17:21:27,2015-07-01 17:41:37,31014,Lynn & 19th St North,31101,14th & V St NW,W20409,Member
170,2015-07-01 17:22:46,2015-07-01 17:25:37,31618,4th & East Capitol St NE,31629,8th & East Capitol St NE,W00868,Member
215,2015-07-01 17:24:32,2015-07-01 17:28:07,31275,New Hampshire Ave & 24th St NW,31204,20th & E St NW,W21768,Member
2003,2015-07-01 17:25:42,2015-07-01 17:59:05,31258,Lincoln Memorial,31231,14th & D St NW / Ronald Reagan Building,W21874,Casual
396,2015-07-01 17:39:52,2015-07-01 17:46:29,31610,Eastern Market / 7th & North Carolina Ave SE,31619,Lincoln Park / 13th & East Capitol St NE ,W00918,Member
1624,2015-07-01 17:47:54,2015-07-01 18:14:58,31248,Smithsonian-National Mall / Jefferson Dr & 12th St SW,31230,Metro Center / 12th & G St NW,W00817,Casual
190,2015-07-01 17:50:38,2015-07-01 17:53:48,31205,21st & I St NW,31277,17th & G St NW,W20465,Member
777,2015-07-01 17:52:07,2015-07-01 18:05:05,31241,Thomas Circle,31627,3rd & M St NE,W21294,Member
619,2015-07-01 17:55:36,2015-07-01 18:05:55,31212,21st & M St NW,31235,19th St & Constitution Ave NW,W20657,Member
501,2015-07-01 18:00:01,2015-07-01 18:08:22,31604,3rd & H St NW,31245,7th & R St NW / Shaw Library,W22211,Member
338,2015-07-01 18:00:27,2015-07-01 18:06:06,31203,14th & Rhode Island Ave NW,31223,Convention Center / 7th & M St NW,W00288,Member
672,2015-07-01 18:18:08,2015-07-01 18:29:20,31202,14th & R St NW,31213,17th & K St NW,W21411,Member
1006,2015-07-01 18:19:18,2015-07-01 18:36:04,31081,Duke St & John Carlyle St,31041,Prince St & Union St,W22099,Member
884,2015-07-01 18:25:52,2015-07-01 18:40:37,31255,24th & N St NW,31109,7th & T St NW,W00364,Member
1164,2015-07-01 18:40:16,2015-07-01 18:59:40,31115,Columbia Rd & Georgia Ave NW,31222,New York Ave & 15th St NW,W20810,Member
626,2015-07-01 18:43:34,2015-07-01 18:54:01,31209,1st & N St  SE,31613,Eastern Market Metro / Pennsylvania Ave & 7th St SE,W01050,Casual
1380,2015-07-01 18:47:00,2015-07-01 19:10:00,31637,North Capitol St & G Pl NE,31231,14th & D St NW / Ronald Reagan Building,W21875,Casual
674,2015-07-01 18:48:47,2015-07-01 19:00:02,31623,Columbus Circle / Union Station,31617,Bladensburg Rd & Benning Rd NE,W00161,Member
607,2015-07-01 18:54:50,2015-07-01 19:04:57,31104,Adams Mill & Columbia Rd NW,31102,11th & Kenyon St NW,W21648,Member
1668,2015-07-01 19:01:54,2015-07-01 19:29:42,31205,21st & I St NW,31095,Army Navy Dr & S Nash St,W22008,Member
805,2015-07-01 19:14:11,2015-07-01 19:27:37,31271,Constitution Ave & 2nd St NW/DOL,31223,Convention Center / 7th & M St NW,W21576,Casual
407,2015-07-01 19:28:52,2015-07-01 19:35:39,32013,Montgomery & East Ln,32000,Norfolk Ave & Fairmont St,W20480,Member
716,2015-07-01 19:33:25,2015-07-01 19:45:22,31258,Lincoln Memorial,31314,34th & Water St NW,W22054,Member
741,2015-07-01 19:59:43,2015-07-01 20:12:04,31225,C & O Canal & Wisconsin Ave NW,31080,Lee Hwy & N Scott St,W20885,Member
1609,2015-07-01 20:04:34,2015-07-01 20:31:24,31625,3rd & G St SE,31203,14th & Rhode Island Ave NW,W00770,Member
631,2015-07-01 20:30:37,2015-07-01 20:41:08,31600,5th & K St NW,31238,14th & G St NW,W01185,Member
1178,2015-07-01 20:33:52,2015-07-01 20:53:31,31229,New Hampshire Ave & T St NW,31516,Rhode Island Ave Metro,W22028,Member
484,2015-07-01 20:38:02,2015-07-01 20:46:06,31516,Rhode Island Ave Metro,31510,18th St & Rhode Island Ave NE,W21730,Member
1222,2015-07-01 20:47:38,2015-07-01 21:08:00,31606,Potomac & Pennsylvania Ave SE,31613,Eastern Market Metro / Pennsylvania Ave & 7th St SE,W00569,Casual
2988,2015-07-01 20:48:38,2015-07-01 21:38:26,31639,2nd & G St NE,31623,Columbus Circle / Union Station,W01195,Casual
301,2015-07-01 20:49:32,2015-07-01 20:54:34,31208,M St & New Jersey Ave SE,31108,4th & M St SW,W21209,Member
947,2015-07-01 20:56:43,2015-07-01 21:12:31,31215,Georgetown Harbor / 30th St NW,31265,5th St & Massachusetts Ave NW,W21433,Member
411,2015-07-01 21:06:14,2015-07-01 21:13:06,31227,13th St & New York Ave NW,31223,Convention Center / 7th & M St NW,W01047,Member
887,2015-07-01 21:11:32,2015-07-01 21:26:19,31602,Park Rd & Holmead Pl NW,31214,17th & Corcoran St NW,W01046,Member
839,2015-07-01 21:15:32,2015-07-01 21:29:31,31215,Georgetown Harbor / 30th St NW,31110,20th St & Florida Ave NW,W01325,Member
6105,2015-07-01 21:42:37,2015-07-01 23:24:23,31249,Jefferson Memorial,31249,Jefferson Memorial,W22161,Casual
181,2015-07-01 21:58:44,2015-07-01 22:01:45,31021,Clarendon Blvd & N Fillmore St,31089,Court House Metro / 15th & N Uhle St ,W00130,Member
1513,2015-07-01 22:02:34,2015-07-01 22:27:48,31258,Lincoln Memorial,31605,3rd & D St SE,W00807,Casual
523,2015-07-01 22:03:58,2015-07-01 22:12:42,31618,4th & East Capitol St NE,31624,North Capitol St & F St NW,W21869,Member
211,2015-07-01 22:06:27,2015-07-01 22:09:59,31269,3rd St & Pennsylvania Ave SE,31610,Eastern Market / 7th & North Carolina Ave SE,W20363,Member
416,2015-07-01 22:06:36,2015-07-01 22:13:33,31628,1st & K St SE,31618,4th & East Capitol St NE,W21689,Member
802,2015-07-01 22:10:34,2015-07-01 22:23:57,31600,5th & K St NW,31101,14th & V St NW,W20007,Member
736,2015-07-01 22:28:14,2015-07-01 22:40:31,31245,7th & R St NW / Shaw Library,31102,11th & Kenyon St NW,W20638,Member
480,2015-07-01 22:56:26,2015-07-01 23:04:27,31202,14th & R St NW,31513,Rhode Island Ave & V St NE,W00231,Member
259,2015-07-01 23:11:33,2015-07-01 23:15:52,31261,21st St & Constitution Ave NW,31258,Lincoln Memorial,W20379,Casual
393,2015-07-01 23:30:23,2015-07-01 23:36:56,31106,Calvert & Biltmore St NW,31110,20th St & Florida Ave NW,W21100,Member
736,2015-07-01 23:38:57,2015-07-01 23:51:13,31213,17th & K St NW,31207,Georgia Ave and Fairmont St NW,W21027,Member
220,2015-07-02 00:34:45,2015-07-02 00:38:26,31086,Mount Vernon Ave & E Del Ray Ave,31088,Mount Vernon Ave & Kennedy St,W00151,Member
941,2015-07-02 07:04:41,2015-07-02 07:20:23,31108,4th & M St SW,31222,New York Ave & 15th St NW,W21585,Member
721,2015-07-02 07:18:03,2015-07-02 07:30:04,31503,Florida Ave & R St NW,31278,18th & R St NW,W00935,Member
437,2015-07-02 07:18:36,2015-07-02 07:25:53,31201,15th & P St NW,31230,Metro Center / 12th & G St NW,W00991,Member
1200,2015-07-02 07:22:21,2015-07-02 07:42:22,31025,Central Library / N Quincy St & 10th St N,31258,Lincoln Memorial,W01148,Member
326,2015-07-02 07:28:00,2015-07-02 07:33:26,31014,Lynn & 19th St North,31225,C & O Canal & Wisconsin Ave NW,W01255,Member
962,2015-07-02 07:36:10,2015-07-02 07:52:13,31405,Georgia Ave & Emerson St NW,31101,14th & V St NW,W20125,Member
1172,2015-07-02 07:37:10,2015-07-02 07:56:42,31623,Columbus Circle / Union Station,31233,17th & K St NW / Farragut Square,W20230,Member
846,2015-07-02 07:52:01,2015-07-02 08:06:07,31512,Neal St & Trinidad Ave NE,31118,3rd & Elm St NW,W20152,Member
985,2015-07-02 07:58:28,2015-07-02 08:14:53,31221,18th & M St NW,31633,Independence Ave & L'Enfant Plaza SW/DOE,W22237,Member
811,2015-07-02 07:59:53,2015-07-02 08:13:25,31404,9th & Upshur St NW,31121,Calvert St & Woodley Pl NW,W20333,Member
1308,2015-07-02 08:12:29,2015-07-02 08:34:17,31276,15th & L St NW,31247,Jefferson Dr & 14th St SW,W20828,Casual
518,2015-07-02 08:13:57,2015-07-02 08:22:35,31638,1st & H St NW,31256,10th & E St NW,W01198,Member
1128,2015-07-02 08:24:19,2015-07-02 08:43:08,31031,15th & N Scott St,31250,20th & L St NW,W20066,Member
751,2015-07-02 08:29:22,2015-07-02 08:41:53,31105,14th & Harvard St NW,31276,15th & L St NW,W00557,Member
875,2015-07-02 08:39:56,2015-07-02 08:54:31,31505,Eckington Pl & Q St NE,31624,North Capitol St & F St NW,W20468,Member
966,2015-07-02 08:46:07,2015-07-02 09:02:14,31400,Georgia & New Hampshire Ave NW,31227,13th St & New York Ave NW,W20428,Member
604,2015-07-02 08:56:48,2015-07-02 09:06:52,31101,14th & V St NW,31233,17th & K St NW / Farragut Square,W21466,Member
805,2015-07-02 08:58:27,2015-07-02 09:11:53,31103,16th & Harvard St NW,31241,Thomas Circle,W21705,Member
653,2015-07-02 09:24:15,2015-07-02 09:35:09,31104,Adams Mill & Columbia Rd NW,31312,Wisconsin Ave & O St NW,W21754,Member
254,2015-07-02 10:41:34,2015-07-02 10:45:48,31509,New Jersey Ave & R St NW,31109,7th & T St NW,W21526,Member
1636,2015-07-02 10:56:27,2015-07-02 11:23:44,31113,Columbia Rd & Belmont St NW,31603,1st & M St NE,W20662,Member
456,2015-07-02 10:57:15,2015-07-02 11:04:51,31612,D St & Maryland Ave NE,31620,5th & F St NW,W22012,Member
299,2015-07-02 11:10:52,2015-07-02 11:15:52,31305,Connecticut Ave & Newark St NW / Cleveland Park,31307,3000 Connecticut Ave NW / National Zoo,W01461,Casual
1103,2015-07-02 11:14:17,2015-07-02 11:32:41,31231,14th & D St NW / Ronald Reagan Building,31247,Jefferson Dr & 14th St SW,W21125,Casual
197,2015-07-02 11:19:36,2015-07-02 11:22:54,31503,Florida Ave & R St NW,31245,7th & R St NW / Shaw Library,W22025,Member
605,2015-07-02 11:21:36,2015-07-02 11:31:42,31503,Florida Ave & R St NW,31228,8th & H St NW,W20531,Member
194,2015-07-02 11:33:09,2015-07-02 11:36:24,31245,7th & R St NW / Shaw Library,31223,Convention Center / 7th & M St NW,W20333,Member
1102,2015-07-02 11:50:27,2015-07-02 12:08:50,31249,Jefferson Memorial,31254,15th & K St NW,W20794,Member
2376,2015-07-02 12:26:12,2015-07-02 13:05:49,31205,21st & I St NW,31258,Lincoln Memorial,W01251,Member
350,2015-07-02 12:54:24,2015-07-02 13:00:14,31104,Adams Mill & Columbia Rd NW,31267,17th St & Massachusetts Ave NW,W22058,Member
246,2015-07-02 12:56:43,2015-07-02 13:00:50,31201,15th & P St NW,31278,18th & R St NW,W22129,Casual
1116,2015-07-02 12:59:26,2015-07-02 13:18:03,31243,4th & C St SW,31261,21st St & Constitution Ave NW,W21545,Member
2884,2015-07-02 13:16:25,2015-07-02 14:04:30,31219,10th St & Constitution Ave NW,31243,4th & C St SW,W01034,Casual
378,2015-07-02 13:25:26,2015-07-02 13:31:45,31276,15th & L St NW,31234,20th & O St NW / Dupont South,W00867,Casual
354,2015-07-02 13:26:37,2015-07-02 13:32:31,31247,Jefferson Dr & 14th St SW,31243,4th & C St SW,W00770,Casual
1124,2015-07-02 13:38:25,2015-07-02 13:57:10,31217,USDA / 12th & Independence Ave SW,31240,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,W01427,Casual
1007,2015-07-02 13:40:25,2015-07-02 13:57:13,31601,19th & East Capitol St SE,31629,8th & East Capitol St NE,W00789,Member
328,2015-07-02 13:50:54,2015-07-02 13:56:22,31237,25th St & Pennsylvania Ave NW,31224,19th & L St NW,W21508,Member
396,2015-07-02 13:58:14,2015-07-02 14:04:51,31102,11th & Kenyon St NW,31401,14th St & Spring Rd NW,W21977,Member
587,2015-07-02 14:08:40,2015-07-02 14:18:27,31624,North Capitol St & F St NW,31243,4th & C St SW,W21221,Member
564,2015-07-02 14:11:36,2015-07-02 14:21:00,31258,Lincoln Memorial,31240,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,W00569,Casual
4557,2015-07-02 14:21:19,2015-07-02 15:37:16,31217,USDA / 12th & Independence Ave SW,31046,Henry St & Pendleton St,W01486,Casual
1846,2015-07-02 14:24:54,2015-07-02 14:55:41,31114,18th St & Wyoming Ave NW,31601,19th & East Capitol St SE,W01255,Member
1427,2015-07-02 14:25:04,2015-07-02 14:48:52,31235,19th St & Constitution Ave NW,31118,3rd & Elm St NW,W01277,Member
1789,2015-07-02 14:26:37,2015-07-02 14:56:27,31244,4th & E St SW,31610,Eastern Market / 7th & North Carolina Ave SE,W21507,Casual
989,2015-07-02 14:28:43,2015-07-02 14:45:13,31218,L'Enfant Plaza / 7th & C St SW,31233,17th & K St NW / Farragut Square,W21855,Member
830,2015-07-02 14:57:52,2015-07-02 15:11:43,31236,37th & O St NW / Georgetown University,31234,20th & O St NW / Dupont South,W21004,Member
833,2015-07-02 15:02:42,2015-07-02 15:16:36,31302,Wisconsin Ave & Newark St NW,31305,Connecticut Ave & Newark St NW / Cleveland Park,W00327,Member
805,2015-07-02 15:06:10,2015-07-02 15:19:35,31231,14th & D St NW / Ronald Reagan Building,31623,Columbus Circle / Union Station,W21270,Member
3325,2015-07-02 15:10:06,2015-07-02 16:05:32,31249,Jefferson Memorial,31258,Lincoln Memorial,W21249,Casual
1623,2015-07-02 15:12:02,2015-07-02 15:39:06,31248,Smithsonian-National Mall / Jefferson Dr & 12th St SW,31247,Jefferson Dr & 14th St SW,W00007,Casual
843,2015-07-02 15:16:32,2015-07-02 15:30:35,31248,Smithsonian-National Mall / Jefferson Dr & 12th St SW,31264,6th St & Indiana Ave NW,W00993,Casual
292,2015-07-02 15:36:49,2015-07-02 15:41:42,31201,15th & P St NW,31116,California St & Florida Ave NW,W00192,Member
419,2015-07-02 15:47:45,2015-07-02 15:54:45,31266,11th & M St NW,31214,17th & Corcoran St NW,W20817,Member
1034,2015-07-02 15:57:25,2015-07-02 16:14:39,31042,Market Square / King St & Royal St,31082,Eisenhower Ave & Mill Race Ln,W22030,Member
342,2015-07-02 16:03:34,2015-07-02 16:09:17,31000,Eads St & 15th St S,31052,Potomac Ave & 35th St S,W00207,Member
396,2015-07-02 16:12:42,2015-07-02 16:19:18,31617,Bladensburg Rd & Benning Rd NE,31612,D St & Maryland Ave NE,W00204,Member
1286,2015-07-02 16:16:52,2015-07-02 16:38:19,31708,Anacostia Ave & Benning Rd NE / River Terrace ,31209,1st & N St  SE,W00534,Member
1302,2015-07-02 16:17:26,2015-07-02 16:39:08,31620,5th & F St NW,31219,10th St & Constitution Ave NW,W22089,Casual
540,2015-07-02 16:19:58,2015-07-02 16:28:58,31269,3rd St & Pennsylvania Ave SE,31272,Washington & Independence Ave SW/HHS,W20595,Casual
1162,2015-07-02 16:30:34,2015-07-02 16:49:56,31270,8th & D St NW,31623,Columbus Circle / Union Station,W22180,Member
187,2015-07-02 16:31:13,2015-07-02 16:34:20,31637,North Capitol St & G Pl NE,31616,3rd & H St NE,W21896,Member
1164,2015-07-02 16:34:58,2015-07-02 16:54:22,31216,14th St & New York Ave NW,31609,Maine Ave & 7th St SW,W21849,Member
1404,2015-07-02 16:40:48,2015-07-02 17:04:13,31269,3rd St & Pennsylvania Ave SE,31230,Metro Center / 12th & G St NW,W00240,Casual
1031,2015-07-02 16:44:29,2015-07-02 17:01:40,31200,Massachusetts Ave & Dupont Circle NW,31211,Kennedy Center,W00017,Casual
1031,2015-07-02 16:58:58,2015-07-02 17:16:10,31301,Ward Circle / American University,32040,Friendship Blvd & Willard Ave,W21889,Member
468,2015-07-02 17:18:31,2015-07-02 17:26:20,31201,15th & P St NW,31110,20th St & Florida Ave NW,W00165,Member
431,2015-07-02 17:50:49,2015-07-02 17:58:00,31277,17th & G St NW,31241,Thomas Circle,W21773,Member
323,2015-07-02 17:54:41,2015-07-02 18:00:05,31627,3rd & M St NE,31639,2nd & G St NE,W21894,Member
1010,2015-07-02 17:55:49,2015-07-02 18:12:39,31265,5th St & Massachusetts Ave NW,31248,Smithsonian-National Mall / Jefferson Dr & 12th St SW,W01094,Casual
1529,2015-07-02 17:58:26,2015-07-02 18:23:55,31277,17th & G St NW,31228,8th & H St NW,W00188,Casual
760,2015-07-02 18:01:19,2015-07-02 18:14:00,31232,7th & F St NW / National Portrait Gallery,31503,Florida Ave & R St NW,W00782,Member
677,2015-07-02 18:05:37,2015-07-02 18:16:55,31009,27th & Crystal Dr,31087,Monroe Ave & Leslie Ave,W00628,Member
825,2015-07-02 18:07:14,2015-07-02 18:20:59,31221,18th & M St NW,31202,14th & R St NW,W00147,Casual
627,2015-07-02 18:17:35,2015-07-02 18:28:03,31006,S Joyce & Army Navy Dr,31008,12th & Army Navy Dr,W01218,Member
532,2015-07-02 18:30:15,2015-07-02 18:39:08,31116,California St & Florida Ave NW,31202,14th & R St NW,W20797,Member
443,2015-07-02 18:33:06,2015-07-02 18:40:29,31237,25th St & Pennsylvania Ave NW,31200,Massachusetts Ave & Dupont Circle NW,W21130,Member
1636,2015-07-02 18:40:03,2015-07-02 19:07:19,31014,Lynn & 19th St North,31103,16th & Harvard St NW,W21724,Member
656,2015-07-02 18:42:28,2015-07-02 18:53:24,31237,25th St & Pennsylvania Ave NW,31015,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,W01483,Member
566,2015-07-02 18:44:43,2015-07-02 18:54:10,31600,5th & K St NW,31506,1st & Rhode Island Ave NW,W21412,Member
612,2015-07-02 18:45:25,2015-07-02 18:55:38,31616,3rd & H St NE,31265,5th St & Massachusetts Ave NW,W21289,Member
1228,2015-07-02 19:01:32,2015-07-02 19:22:01,31216,14th St & New York Ave NW,31604,3rd & H St NW,W21064,Casual
463,2015-07-02 19:03:15,2015-07-02 19:10:58,31238,14th & G St NW,31265,5th St & Massachusetts Ave NW,W01238,Member
2835,2015-07-02 19:07:54,2015-07-02 19:55:09,31618,4th & East Capitol St NE,31222,New York Ave & 15th St NW,W00955,Casual
677,2015-07-02 19:08:05,2015-07-02 19:19:22,31633,Independence Ave & L'Enfant Plaza SW/DOE,31610,Eastern Market / 7th & North Carolina Ave SE,W20493,Member
103,2015-07-02 19:08:13,2015-07-02 19:09:57,31111,10th & U St NW,31120,10th & Florida Ave NW,W21157,Member
1118,2015-07-02 19:12:28,2015-07-02 19:31:07,31258,Lincoln Memorial,31100,19th St & Pennsylvania Ave NW,W21583,Casual
1038,2015-07-02 19:14:38,2015-07-02 19:31:57,31274,10th & G St NW,31200,Massachusetts Ave & Dupont Circle NW,W01106,Casual
1143,2015-07-02 19:16:51,2015-07-02 19:35:54,31249,Jefferson Memorial,31091,S Joyce & 16th St S,W21880,Member
802,2015-07-02 19:19:30,2015-07-02 19:32:52,31055,28th St S & S Meade St,31001,18th & Eads St.,W21410,Member
259,2015-07-02 19:32:42,2015-07-02 19:37:02,31050,Barton St & 10th St N,31019,Wilson Blvd & N Edgewood St,W21340,Member
7772,2015-07-02 19:42:20,2015-07-02 21:51:53,31249,Jefferson Memorial,31249,Jefferson Memorial,W20002,Casual
7737,2015-07-02 19:43:12,2015-07-02 21:52:10,31249,Jefferson Memorial,31249,Jefferson Memorial,W22052,Casual
912,2015-07-02 19:55:42,2015-07-02 20:10:54,31603,1st & M St NE,31634,3rd & Tingey St SE,W00234,Member
477,2015-07-02 19:59:10,2015-07-02 20:07:07,31275,New Hampshire Ave & 24th St NW,31278,18th & R St NW,W20856,Member
1576,2015-07-02 20:08:22,2015-07-02 20:34:39,31108,4th & M St SW,31215,Georgetown Harbor / 30th St NW,W01178,Member
2790,2015-07-02 20:14:31,2015-07-02 21:01:01,31200,Massachusetts Ave & Dupont Circle NW,31232,7th & F St NW / National Portrait Gallery,W20882,Casual
1416,2015-07-02 20:14:43,2015-07-02 20:38:19,31272,Washington & Independence Ave SW/HHS,31258,Lincoln Memorial,W22133,Member
485,2015-07-02 20:15:09,2015-07-02 20:23:14,31634,3rd & Tingey St SE,31605,3rd & D St SE,W00234,Member
224,2015-07-02 20:35:08,2015-07-02 20:38:53,31610,Eastern Market / 7th & North Carolina Ave SE,31619,Lincoln Park / 13th & East Capitol St NE ,W22172,Member
