Duration,Start date,End date,Start station number,Start station,End station number,End station,Bike number,Member type,Year
1313,8/28/2012 20:49,8/28/2012 21:11,31100,19th St & Pennsylvania Ave NW,31201,15th & P St NW,W00854,Member,2012
393,8/28/2012 21:07,8/28/2012 21:13,31103,16th & Harvard St NW,31102,11th & Kenyon St NW,W00248,Member,2012
214,8/28/2012 21:22,8/28/2012 21:25,31614,11th & H St NE,31612,D St & Maryland Ave NE,W00968,Member,2012
437,8/28/2012 21:47,8/28/2012 21:54,31253,19th & K St NW,31241,Thomas Circle,W01223,Member,2012
423,8/28/2012 21:50,8/28/2012 21:57,31113,Columbia Rd & Belmont St NW,31200,Massachusetts Ave & Dupont Circle NW,W00089,Casual,2012
760,8/28/2012 22:41,8/28/2012 22:54,31506,1st & Rhode Island Ave NW,31614,11th & H St NE,W01450,Member,2012
666,8/28/2012 23:27,8/28/2012 23:38,31613,Eastern Market Metro / Pennsylvania Ave & 7th St SE,31618,4th & East Capitol St NE,W00079,Member,2012
195,8/28/2012 23:27,8/28/2012 23:30,31105,14th & Harvard St NW,31102,11th & Kenyon St NW,W01483,Member,2012
398,8/29/2012 0:12,8/29/2012 0:18,31232,7th & F St NW / National Portrait Gallery,31600,5th & K St NW,W20039,Member,2012
1225,8/29/2012 6:48,8/29/2012 7:08,31220,US Dept of State / Virginia Ave & 21st St NW,31243,4th & C St SW,W01364,Casual,2012
376,8/29/2012 7:05,8/29/2012 7:11,31212,21st & M St NW,31241,Thomas Circle,W00376,Member,2012
588,8/29/2012 7:06,8/29/2012 7:16,31623,Columbus Circle / Union Station,31244,4th & E St SW,W01074,Member,2012
1012,8/29/2012 7:08,8/29/2012 7:25,31600,5th & K St NW,31220,US Dept of State / Virginia Ave & 21st St NW,W00719,Member,2012
866,8/29/2012 7:24,8/29/2012 7:39,31218,L'Enfant Plaza / 7th & C St SW,31208,M St & New Jersey Ave SE,W00968,Member,2012
752,8/29/2012 7:25,8/29/2012 7:38,31101,14th & V St NW,31600,5th & K St NW,W20037,Member,2012
425,8/29/2012 7:26,8/29/2012 7:33,31613,Eastern Market Metro / Pennsylvania Ave & 7th St SE,31619,Lincoln Park / 13th & East Capitol St NE ,W01317,Member,2012
379,8/29/2012 7:29,8/29/2012 7:36,31103,16th & Harvard St NW,31106,Calvert & Biltmore St NW,W00038,Member,2012
457,8/29/2012 7:34,8/29/2012 7:42,31611,13th & H St NE,31623,Columbus Circle / Union Station,W20086,Member,2012
1707,8/29/2012 7:36,8/29/2012 8:05,31208,M St & New Jersey Ave SE,31215,Georgetown Harbor / 30th St NW,W20968,Member,2012
235,8/29/2012 7:47,8/29/2012 7:51,31203,14th & Rhode Island Ave NW,31213,17th & K St NW,W20066,Member,2012
748,8/29/2012 7:48,8/29/2012 8:01,31503,Florida Ave & R St NW,31216,14th St & New York Ave NW,W00114,Member,2012
1482,8/29/2012 7:55,8/29/2012 8:19,31116,California St & Florida Ave NW,31232,7th & F St NW / National Portrait Gallery,W01018,Member,2012
215,8/29/2012 7:57,8/29/2012 8:01,31600,5th & K St NW,31620,5th & F St NW,W01204,Member,2012
1675,8/29/2012 8:03,8/29/2012 8:31,31104,Adams Mill & Columbia Rd NW,31212,21st & M St NW,W01171,Member,2012
387,8/29/2012 8:11,8/29/2012 8:17,31221,18th & M St NW,31204,20th & E St NW,W20962,Member,2012
1430,8/29/2012 8:14,8/29/2012 8:37,31105,14th & Harvard St NW,31243,4th & C St SW,W01024,Member,2012
1036,8/29/2012 8:25,8/29/2012 8:42,31602,Park Rd & Holmead Pl NW,31505,Eckington Pl & Q St NE,W00564,Member,2012
822,8/29/2012 8:25,8/29/2012 8:39,31101,14th & V St NW,31252,21st St & Pennsylvania Ave NW,w00765,Member,2012
504,8/29/2012 8:28,8/29/2012 8:36,31623,Columbus Circle / Union Station,31244,4th & E St SW,W01450,Member,2012
377,8/29/2012 8:31,8/29/2012 8:37,31503,Florida Ave & R St NW,31600,5th & K St NW,W00027,Member,2012
621,8/29/2012 8:31,8/29/2012 8:42,31203,14th & Rhode Island Ave NW,31242,18th St & Pennsylvania Ave NW,W00292,Member,2012
1573,8/29/2012 8:42,8/29/2012 9:08,31305,Connecticut Ave & Newark St NW / Cleveland Park,31220,US Dept of State / Virginia Ave & 21st St NW,W20145,Casual,2012
459,8/29/2012 8:49,8/29/2012 8:57,31237,25th St & Pennsylvania Ave NW,31214,17th & Corcoran St NW,W20179,Member,2012
261,8/29/2012 9:01,8/29/2012 9:05,31200,Massachusetts Ave & Dupont Circle NW,31239,Rhode Island & Connecticut Ave NW,W00978,Member,2012
344,8/29/2012 9:06,8/29/2012 9:12,31212,21st & M St NW,31220,US Dept of State / Virginia Ave & 21st St NW,W01098,Member,2012
699,8/29/2012 9:10,8/29/2012 9:21,31235,19th St & Constitution Ave NW,31241,Thomas Circle,W01170,Member,2012
201,8/29/2012 9:18,8/29/2012 9:21,31230,Metro Center / 12th & G St NW,31228,8th & H St NW,W00975,Member,2012
1043,8/29/2012 9:30,8/29/2012 9:47,31300,Van Ness Metro / UDC,31250,20th & L St NW,W00590,Member,2012
1038,8/29/2012 9:31,8/29/2012 9:49,31304,36th & Calvert St NW / Glover Park,31205,21st & I St NW,W20024,Member,2012
306,8/29/2012 9:58,8/29/2012 10:03,31224,19th & L St NW,31213,17th & K St NW,W01456,Member,2012
1410,8/29/2012 10:46,8/29/2012 11:10,31216,14th St & New York Ave NW,31243,4th & C St SW,W01312,Casual,2012
4939,8/29/2012 10:46,8/29/2012 12:09,31232,7th & F St NW / National Portrait Gallery,31249,Jefferson Memorial,W20119,Casual,2012
668,8/29/2012 11:37,8/29/2012 11:48,31624,North Capitol St & F St NW,31230,Metro Center / 12th & G St NW,W00027,Member,2012
747,8/29/2012 11:47,8/29/2012 11:59,31615,6th & H St NE,31623,Columbus Circle / Union Station,W00580,Casual,2012
689,8/29/2012 12:03,8/29/2012 12:15,31229,New Hampshire Ave & T St NW,31228,8th & H St NW,W00097,Member,2012
209,8/29/2012 12:14,8/29/2012 12:17,31624,North Capitol St & F St NW,31621,4th & D St NW / Judiciary Square,W00564,Member,2012
1712,8/29/2012 12:15,8/29/2012 12:44,31247,Jefferson Dr & 14th St SW,31249,Jefferson Memorial,W01432,Casual,2012
273,8/29/2012 12:17,8/29/2012 12:21,31100,19th St & Pennsylvania Ave NW,31216,14th St & New York Ave NW,W01115,Member,2012
443,8/29/2012 12:17,8/29/2012 12:25,31244,4th & E St SW,31219,10th St & Constitution Ave NW,W00674,Member,2012
598,8/29/2012 12:22,8/29/2012 12:32,31102,11th & Kenyon St NW,31200,Massachusetts Ave & Dupont Circle NW,W01484,Member,2012
2956,8/29/2012 12:26,8/29/2012 13:15,31247,Jefferson Dr & 14th St SW,31240,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,W00519,Casual,2012
355,8/29/2012 12:40,8/29/2012 12:46,31225,C & O Canal & Wisconsin Ave NW,31236,37th & O St NW / Georgetown University,W00284,Member,2012
383,8/29/2012 13:07,8/29/2012 13:14,31624,North Capitol St & F St NW,31600,5th & K St NW,W00443,Member,2012
155,8/29/2012 13:08,8/29/2012 13:10,31104,Adams Mill & Columbia Rd NW,31106,Calvert & Biltmore St NW,W01278,Member,2012
468,8/29/2012 13:08,8/29/2012 13:16,31241,Thomas Circle,31200,Massachusetts Ave & Dupont Circle NW,W00129,Member,2012
319,8/29/2012 13:21,8/29/2012 13:26,31011,23rd & Crystal Dr,31013,Eads & 22nd St S,W01439,Member,2012
866,8/29/2012 13:21,8/29/2012 13:35,31203,14th & Rhode Island Ave NW,31624,North Capitol St & F St NW,W00163,Member,2012
1791,8/29/2012 13:45,8/29/2012 14:15,31224,19th & L St NW,31621,4th & D St NW / Judiciary Square,W00183,Member,2012
454,8/29/2012 13:52,8/29/2012 14:00,31237,25th St & Pennsylvania Ave NW,31216,14th St & New York Ave NW,W00637,Member,2012
858,8/29/2012 14:11,8/29/2012 14:25,31227,13th St & New York Ave NW,31235,19th St & Constitution Ave NW,W20077,Casual,2012
1664,8/29/2012 14:15,8/29/2012 14:43,31620,5th & F St NW,31240,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,W20072,Casual,2012
1592,8/29/2012 14:23,8/29/2012 14:50,31249,Jefferson Memorial,31235,19th St & Constitution Ave NW,W00906,Casual,2012
1167,8/29/2012 14:29,8/29/2012 14:49,31611,13th & H St NE,31203,14th & Rhode Island Ave NW,W01020,Member,2012
1084,8/29/2012 14:31,8/29/2012 14:49,31219,10th St & Constitution Ave NW,31628,1st & K St SE,W20098,Casual,2012
726,8/29/2012 14:43,8/29/2012 14:55,31232,7th & F St NW / National Portrait Gallery,31244,4th & E St SW,W00999,Casual,2012
590,8/29/2012 14:55,8/29/2012 15:05,31218,L'Enfant Plaza / 7th & C St SW,31232,7th & F St NW / National Portrait Gallery,W20113,Member,2012
435,8/29/2012 15:07,8/29/2012 15:14,31212,21st & M St NW,31225,C & O Canal & Wisconsin Ave NW,W20871,Casual,2012
2710,8/29/2012 15:08,8/29/2012 15:54,31211,Kennedy Center,31219,10th St & Constitution Ave NW,W01078,Casual,2012
2653,8/29/2012 15:09,8/29/2012 15:53,31211,Kennedy Center,31219,10th St & Constitution Ave NW,W00515,Casual,2012
557,8/29/2012 15:27,8/29/2012 15:36,31613,Eastern Market Metro / Pennsylvania Ave & 7th St SE,31622,13th & D St NE,W20102,Member,2012
921,8/29/2012 15:36,8/29/2012 15:51,31615,6th & H St NE,31500,4th & W St NE,W00362,Member,2012
157,8/29/2012 15:48,8/29/2012 15:51,31013,Eads & 22nd St S,31007,Crystal City Metro / 18th & Bell St,W20151,Member,2012
376,8/29/2012 15:55,8/29/2012 16:01,31238,14th & G St NW,31241,Thomas Circle,W00969,Casual,2012
364,8/29/2012 16:01,8/29/2012 16:07,31251,12th & L St NW,31253,19th & K St NW,W01271,Casual,2012
875,8/29/2012 16:02,8/29/2012 16:16,31624,North Capitol St & F St NW,31228,8th & H St NW,W00234,Casual,2012
621,8/29/2012 16:08,8/29/2012 16:18,31204,20th & E St NW,31234,20th & O St NW / Dupont South,W20938,Member,2012
1954,8/29/2012 16:23,8/29/2012 16:56,31404,9th & Upshur St NW,31611,13th & H St NE,W01031,Member,2012
556,8/29/2012 16:38,8/29/2012 16:47,31222,New York Ave & 15th St NW,31218,L'Enfant Plaza / 7th & C St SW,W00955,Member,2012
2932,8/29/2012 16:38,8/29/2012 17:27,31247,Jefferson Dr & 14th St SW,31624,North Capitol St & F St NW,W00858,Member,2012
294,8/29/2012 16:42,8/29/2012 16:47,31251,12th & L St NW,31201,15th & P St NW,W20055,Member,2012
222,8/29/2012 16:46,8/29/2012 16:50,31400,Georgia & New Hampshire Ave NW,31401,14th St & Spring Rd NW,W00884,Member,2012
431,8/29/2012 16:51,8/29/2012 16:58,31508,Gallaudet / 8th St & Florida Ave NE,31603,1st & M St NE,W01226,Casual,2012
765,8/29/2012 16:54,8/29/2012 17:07,31218,L'Enfant Plaza / 7th & C St SW,31623,Columbus Circle / Union Station,W01390,Casual,2012
312,8/29/2012 16:55,8/29/2012 17:00,31220,US Dept of State / Virginia Ave & 21st St NW,31252,21st St & Pennsylvania Ave NW,W01244,Member,2012
940,8/29/2012 17:02,8/29/2012 17:17,31222,New York Ave & 15th St NW,31623,Columbus Circle / Union Station,W01183,Member,2012
531,8/29/2012 17:03,8/29/2012 17:12,31235,19th St & Constitution Ave NW,31219,10th St & Constitution Ave NW,W00203,Member,2012
1278,8/29/2012 17:18,8/29/2012 17:39,31238,14th & G St NW,31605,3rd & D St SE,W00039,Member,2012
209,8/29/2012 17:22,8/29/2012 17:26,31623,Columbus Circle / Union Station,31615,6th & H St NE,W01049,Member,2012
655,8/29/2012 17:23,8/29/2012 17:34,31600,5th & K St NW,31612,D St & Maryland Ave NE,W20115,Member,2012
1042,8/29/2012 17:23,8/29/2012 17:40,31230,Metro Center / 12th & G St NW,31105,14th & Harvard St NW,W20080,Member,2012
398,8/29/2012 17:29,8/29/2012 17:36,31232,7th & F St NW / National Portrait Gallery,31227,13th St & New York Ave NW,W00654,Member,2012
383,8/29/2012 17:32,8/29/2012 17:38,31241,Thomas Circle,31101,14th & V St NW,W00856,Member,2012
906,8/29/2012 17:45,8/29/2012 18:00,31232,7th & F St NW / National Portrait Gallery,31203,14th & Rhode Island Ave NW,W00231,Member,2012
666,8/29/2012 17:50,8/29/2012 18:02,31230,Metro Center / 12th & G St NW,31244,4th & E St SW,W00861,Member,2012
646,8/29/2012 17:56,8/29/2012 18:06,31216,14th St & New York Ave NW,31237,25th St & Pennsylvania Ave NW,W00074,Casual,2012
2022,8/29/2012 17:57,8/29/2012 18:31,31221,18th & M St NW,31001,18th & Eads St.,W00929,Casual,2012
1656,8/29/2012 18:00,8/29/2012 18:27,31247,Jefferson Dr & 14th St SW,31247,Jefferson Dr & 14th St SW,W01451,Member,2012
166,8/29/2012 18:00,8/29/2012 18:03,31241,Thomas Circle,31239,Rhode Island & Connecticut Ave NW,W00291,Member,2012
659,8/29/2012 18:02,8/29/2012 18:13,31232,7th & F St NW / National Portrait Gallery,31603,1st & M St NE,W00286,Member,2012
488,8/29/2012 18:05,8/29/2012 18:13,31242,18th St & Pennsylvania Ave NW,31247,Jefferson Dr & 14th St SW,W00746,Member,2012
368,8/29/2012 18:09,8/29/2012 18:15,31303,Tenleytown / Wisconsin Ave & Albemarle St NW,31302,Wisconsin Ave & Newark St NW,W01085,Member,2012
786,8/29/2012 18:20,8/29/2012 18:34,31215,Georgetown Harbor / 30th St NW,31220,US Dept of State / Virginia Ave & 21st St NW,W01409,Member,2012
943,8/29/2012 18:21,8/29/2012 18:37,31254,15th & K St NW,31110,20th St & Florida Ave NW,W00728,Member,2012
1104,8/29/2012 18:25,8/29/2012 18:43,31251,12th & L St NW,31612,D St & Maryland Ave NE,W00152,Casual,2012
202,8/29/2012 18:29,8/29/2012 18:32,31109,7th & T St NW,31503,Florida Ave & R St NW,W01143,Member,2012
615,8/29/2012 18:30,8/29/2012 18:41,31014,Lynn & 19th St North,31225,C & O Canal & Wisconsin Ave NW,W01029,Casual,2012
432,8/29/2012 18:37,8/29/2012 18:44,31101,14th & V St NW,31105,14th & Harvard St NW,W20871,Member,2012
1326,8/29/2012 18:39,8/29/2012 19:01,31600,5th & K St NW,31228,8th & H St NW,W01337,Casual,2012
1167,8/29/2012 18:39,8/29/2012 18:58,31218,L'Enfant Plaza / 7th & C St SW,31115,Columbia Rd & Georgia Ave NW,W00638,Member,2012
999,8/29/2012 18:41,8/29/2012 18:58,31201,15th & P St NW,31106,Calvert & Biltmore St NW,W00165,Member,2012
307,8/29/2012 18:44,8/29/2012 18:49,31113,Columbia Rd & Belmont St NW,31214,17th & Corcoran St NW,W00091,Member,2012
431,8/29/2012 18:50,8/29/2012 18:57,31603,1st & M St NE,31604,3rd & H St NW,W00786,Member,2012
447,8/29/2012 18:58,8/29/2012 19:05,31623,Columbus Circle / Union Station,31622,13th & D St NE,W01318,Member,2012
439,8/29/2012 19:02,8/29/2012 19:09,31232,7th & F St NW / National Portrait Gallery,31251,12th & L St NW,W20094,Member,2012
430,8/29/2012 19:03,8/29/2012 19:11,31604,3rd & H St NW,31503,Florida Ave & R St NW,W00786,Member,2012
510,8/29/2012 19:08,8/29/2012 19:16,31025,Central Library / N Quincy St & 10th St N,31021,Clarendon Blvd & N Fillmore St,W00431,Member,2012
130,8/29/2012 19:14,8/29/2012 19:16,31005,Pentagon City Metro / 12th & S Hayes St,31001,18th & Eads St.,W00157,Member,2012
2168,8/29/2012 19:15,8/29/2012 19:51,31215,Georgetown Harbor / 30th St NW,31108,4th & M St SW,W00156,Casual,2012
600,8/29/2012 19:23,8/29/2012 19:33,31229,New Hampshire Ave & T St NW,31207,Georgia Ave and Fairmont St NW,W01156,Member,2012
1120,8/29/2012 19:25,8/29/2012 19:44,31110,20th St & Florida Ave NW,31400,Georgia & New Hampshire Ave NW,W00116,Member,2012
1252,8/29/2012 19:26,8/29/2012 19:47,31106,Calvert & Biltmore St NW,31400,Georgia & New Hampshire Ave NW,W00284,Member,2012
463,8/29/2012 19:31,8/29/2012 19:39,31109,7th & T St NW,31214,17th & Corcoran St NW,W20006,Member,2012
306,8/29/2012 19:34,8/29/2012 19:39,31037,Ballston Metro / N Stuart & 9th St N,31025,Central Library / N Quincy St & 10th St N,W01460,Member,2012
347,8/29/2012 19:34,8/29/2012 19:40,31214,17th & Corcoran St NW,31221,18th & M St NW,W01254,Member,2012
111,8/29/2012 19:37,8/29/2012 19:39,31234,20th & O St NW / Dupont South,31212,21st & M St NW,W00488,Member,2012
1672,8/29/2012 19:37,8/29/2012 20:05,31626,15th St & Massachusetts Ave SE,31212,21st & M St NW,W00425,Member,2012
3194,8/29/2012 19:38,8/29/2012 20:31,31235,19th St & Constitution Ave NW,31240,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,W01104,Casual,2012
333,8/29/2012 19:39,8/29/2012 19:44,31207,Georgia Ave and Fairmont St NW,31101,14th & V St NW,W01156,Member,2012
865,8/29/2012 19:40,8/29/2012 19:54,31251,12th & L St NW,31246,M St & Pennsylvania Ave NW,W20127,Member,2012
377,8/29/2012 19:53,8/29/2012 20:00,31233,17th & K St NW / Farragut Square,31214,17th & Corcoran St NW,W00637,Member,2012
857,8/29/2012 19:53,8/29/2012 20:08,31221,18th & M St NW,31107,Lamont & Mt Pleasant NW,W00143,Casual,2012
347,8/29/2012 19:56,8/29/2012 20:02,31257,22nd & I St NW / Foggy Bottom,31239,Rhode Island & Connecticut Ave NW,W20157,Member,2012
733,8/29/2012 19:57,8/29/2012 20:09,31115,Columbia Rd & Georgia Ave NW,31503,Florida Ave & R St NW,W20098,Member,2012
585,8/29/2012 20:27,8/29/2012 20:36,31247,Jefferson Dr & 14th St SW,31222,New York Ave & 15th St NW,W00032,Casual,2012
845,8/29/2012 20:35,8/29/2012 20:49,31237,25th St & Pennsylvania Ave NW,31214,17th & Corcoran St NW,W00217,Member,2012
185,8/29/2012 20:37,8/29/2012 20:40,31625,3rd & G St SE,31208,M St & New Jersey Ave SE,W00582,Member,2012
130,8/29/2012 20:40,8/29/2012 20:42,31600,5th & K St NW,31223,Convention Center / 7th & M St NW,W01322,Member,2012
459,8/29/2012 20:51,8/29/2012 20:59,31232,7th & F St NW / National Portrait Gallery,31244,4th & E St SW,W00552,Member,2012
1020,8/29/2012 21:29,8/29/2012 21:46,31305,Connecticut Ave & Newark St NW / Cleveland Park,31214,17th & Corcoran St NW,W00484,Member,2012
1749,8/29/2012 21:47,8/29/2012 22:16,31248,Smithsonian-National Mall / Jefferson Dr & 12th St SW,31601,19th & East Capitol St SE,W01145,Member,2012
590,8/29/2012 21:51,8/29/2012 22:01,31230,Metro Center / 12th & G St NW,31101,14th & V St NW,W00221,Member,2012
1261,8/29/2012 22:09,8/29/2012 22:30,31240,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,31249,Jefferson Memorial,W00480,Casual,2012
1160,8/29/2012 22:11,8/29/2012 22:30,31240,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,31249,Jefferson Memorial,W00602,Casual,2012
259,8/29/2012 22:53,8/29/2012 22:57,31239,Rhode Island & Connecticut Ave NW,31214,17th & Corcoran St NW,W01419,Member,2012
1070,8/30/2012 0:16,8/30/2012 0:34,31612,D St & Maryland Ave NE,31251,12th & L St NW,W00935,Member,2012
778,8/30/2012 3:37,8/30/2012 3:50,31039,Wilson Blvd & N Quincy St,31015,Rosslyn Metro / Wilson Blvd & Ft Myer Dr,W00907,Member,2012
622,8/30/2012 4:30,8/30/2012 4:41,31107,Lamont & Mt Pleasant NW,31212,21st & M St NW,W00143,Member,2012
1763,8/30/2012 6:29,8/30/2012 6:58,31402,14th St Heights / 14th & Crittenden St NW,31218,L'Enfant Plaza / 7th & C St SW,W01379,Member,2012
662,8/30/2012 6:31,8/30/2012 6:42,31101,14th & V St NW,31228,8th & H St NW,W01224,Member,2012
1079,8/30/2012 6:48,8/30/2012 7:06,31220,US Dept of State / Virginia Ave & 21st St NW,31243,4th & C St SW,W20072,Casual,2012
553,8/30/2012 6:50,8/30/2012 6:59,31612,D St & Maryland Ave NE,31256,10th & E St NW,W00265,Member,2012
144,8/30/2012 7:30,8/30/2012 7:32,31230,Metro Center / 12th & G St NW,31232,7th & F St NW / National Portrait Gallery,W00978,Member,2012
576,8/30/2012 7:31,8/30/2012 7:40,31623,Columbus Circle / Union Station,31505,Eckington Pl & Q St NE,W01360,Member,2012
238,8/30/2012 7:39,8/30/2012 7:43,31251,12th & L St NW,31256,10th & E St NW,W01231,Member,2012
738,8/30/2012 7:42,8/30/2012 7:55,31241,Thomas Circle,31217,USDA / 12th & Independence Ave SW,W20898,Member,2012
1131,8/30/2012 7:56,8/30/2012 8:15,31504,10th & Monroe St NE,31243,4th & C St SW,W00213,Member,2012
867,8/30/2012 8:02,8/30/2012 8:17,31602,Park Rd & Holmead Pl NW,31227,13th St & New York Ave NW,W01343,Member,2012
801,8/30/2012 8:12,8/30/2012 8:25,31109,7th & T St NW,31218,L'Enfant Plaza / 7th & C St SW,W00641,Member,2012
297,8/30/2012 8:18,8/30/2012 8:22,31103,16th & Harvard St NW,31106,Calvert & Biltmore St NW,W00221,Member,2012
1193,8/30/2012 8:20,8/30/2012 8:40,31115,Columbia Rd & Georgia Ave NW,31244,4th & E St SW,W01321,Member,2012
578,8/30/2012 8:35,8/30/2012 8:44,31007,Crystal City Metro / 18th & Bell St,31002,20th & Crystal Dr,W00581,Member,2012
291,8/30/2012 8:39,8/30/2012 8:43,31234,20th & O St NW / Dupont South,31214,17th & Corcoran St NW,W00539,Member,2012
267,8/30/2012 8:39,8/30/2012 8:43,31203,14th & Rhode Island Ave NW,31239,Rhode Island & Connecticut Ave NW,W01072,Member,2012
1946,8/30/2012 8:39,8/30/2012 9:12,31103,16th & Harvard St NW,31605,3rd & D St SE,W01149,Member,2012
1124,8/30/2012 8:43,8/30/2012 9:02,31241,Thomas Circle,31623,Columbus Circle / Union Station,W00221,Casual,2012
528,8/30/2012 8:45,8/30/2012 8:54,31212,21st & M St NW,31204,20th & E St NW,W00196,Member,2012
1003,8/30/2012 8:49,8/30/2012 9:06,31611,13th & H St NE,31203,14th & Rhode Island Ave NW,W00976,Member,2012
794,8/30/2012 9:00,8/30/2012 9:13,31603,1st & M St NE,31605,3rd & D St SE,W00402,Member,2012
883,8/30/2012 9:06,8/30/2012 9:21,31618,4th & East Capitol St NE,31611,13th & H St NE,W00784,Member,2012
986,8/30/2012 9:09,8/30/2012 9:25,31212,21st & M St NW,31621,4th & D St NW / Judiciary Square,W01302,Member,2012
1714,8/30/2012 9:11,8/30/2012 9:39,31204,20th & E St NW,31603,1st & M St NE,W00947,Member,2012
455,8/30/2012 9:13,8/30/2012 9:20,31241,Thomas Circle,31205,21st & I St NW,W00670,Member,2012
1033,8/30/2012 9:21,8/30/2012 9:38,31102,11th & Kenyon St NW,31212,21st & M St NW,W00646,Member,2012
624,8/30/2012 9:35,8/30/2012 9:46,31108,4th & M St SW,31620,5th & F St NW,W01324,Member,2012
1466,8/30/2012 9:43,8/30/2012 10:07,31305,Connecticut Ave & Newark St NW / Cleveland Park,31100,19th St & Pennsylvania Ave NW,W00054,Member,2012
453,8/30/2012 9:47,8/30/2012 9:55,31213,17th & K St NW,31235,19th St & Constitution Ave NW,W00791,Member,2012
657,8/30/2012 9:52,8/30/2012 10:03,31022,Clarendon Metro / Wilson Blvd & N Highland St,31014,Lynn & 19th St North,W00531,Member,2012
850,8/30/2012 9:52,8/30/2012 10:06,31205,21st & I St NW,31620,5th & F St NW,W01352,Member,2012
475,8/30/2012 10:57,8/30/2012 11:05,31218,L'Enfant Plaza / 7th & C St SW,31230,Metro Center / 12th & G St NW,W00841,Member,2012
324,8/30/2012 11:05,8/30/2012 11:10,31103,16th & Harvard St NW,31110,20th St & Florida Ave NW,W00580,Member,2012
714,8/30/2012 11:36,8/30/2012 11:48,31215,Georgetown Harbor / 30th St NW,31240,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,W01287,Member,2012
1526,8/30/2012 12:05,8/30/2012 12:30,31049,Utah St & 11th St N ,31257,22nd & I St NW / Foggy Bottom,W01146,Member,2012
277,8/30/2012 12:19,8/30/2012 12:23,31227,13th St & New York Ave NW,31232,7th & F St NW / National Portrait Gallery,W01329,Member,2012
385,8/30/2012 12:46,8/30/2012 12:53,31231,14th & D St NW / Ronald Reagan Building,31230,Metro Center / 12th & G St NW,W00753,Member,2012
459,8/30/2012 12:50,8/30/2012 12:58,31202,14th & R St NW,31233,17th & K St NW / Farragut Square,W01010,Casual,2012
466,8/30/2012 12:53,8/30/2012 13:01,31105,14th & Harvard St NW,31229,New Hampshire Ave & T St NW,W00193,Member,2012
309,8/30/2012 12:54,8/30/2012 12:59,31100,19th St & Pennsylvania Ave NW,31222,New York Ave & 15th St NW,W20059,Member,2012
865,8/30/2012 12:59,8/30/2012 13:14,31620,5th & F St NW,31620,5th & F St NW,W00187,Member,2012
372,8/30/2012 13:03,8/30/2012 13:10,31604,3rd & H St NW,31227,13th St & New York Ave NW,W00606,Member,2012
617,8/30/2012 13:24,8/30/2012 13:35,31605,3rd & D St SE,31217,USDA / 12th & Independence Ave SW,W01138,Member,2012
289,8/30/2012 13:49,8/30/2012 13:54,31619,Lincoln Park / 13th & East Capitol St NE ,31613,Eastern Market Metro / Pennsylvania Ave & 7th St SE,W01115,Member,2012
677,8/30/2012 13:54,8/30/2012 14:06,31503,Florida Ave & R St NW,31232,7th & F St NW / National Portrait Gallery,W00821,Member,2012
380,8/30/2012 14:26,8/30/2012 14:33,31249,Jefferson Memorial,31247,Jefferson Dr & 14th St SW,W01409,Casual,2012
1947,8/30/2012 14:32,8/30/2012 15:05,31628,1st & K St SE,31613,Eastern Market Metro / Pennsylvania Ave & 7th St SE,W00188,Member,2012
1380,8/30/2012 14:32,8/30/2012 14:55,31624,North Capitol St & F St NW,31600,5th & K St NW,W00740,Member,2012
4748,8/30/2012 14:54,8/30/2012 16:13,31218,L'Enfant Plaza / 7th & C St SW,31257,22nd & I St NW / Foggy Bottom,W00385,Member,2012
746,8/30/2012 15:05,8/30/2012 15:18,31217,USDA / 12th & Independence Ave SW,31241,Thomas Circle,W20146,Member,2012
289,8/30/2012 15:07,8/30/2012 15:11,31111,10th & U St NW,31116,California St & Florida Ave NW,W00375,Member,2012
1287,8/30/2012 15:28,8/30/2012 15:49,31211,Kennedy Center,31225,C & O Canal & Wisconsin Ave NW,W20091,Casual,2012
1576,8/30/2012 16:06,8/30/2012 16:32,31618,4th & East Capitol St NE,31254,15th & K St NW,W01389,Casual,2012
1273,8/30/2012 16:26,8/30/2012 16:47,31216,14th St & New York Ave NW,31605,3rd & D St SE,W20076,Member,2012
331,8/30/2012 16:27,8/30/2012 16:32,31508,Gallaudet / 8th St & Florida Ave NE,31616,3rd & H St NE,W20013,Member,2012
369,8/30/2012 16:30,8/30/2012 16:37,31612,D St & Maryland Ave NE,31623,Columbus Circle / Union Station,W00548,Member,2012
557,8/30/2012 16:41,8/30/2012 16:50,31624,North Capitol St & F St NW,31620,5th & F St NW,W01228,Member,2012
650,8/30/2012 16:45,8/30/2012 16:56,31221,18th & M St NW,31624,North Capitol St & F St NW,W20979,Member,2012
376,8/30/2012 16:51,8/30/2012 16:57,31220,US Dept of State / Virginia Ave & 21st St NW,31224,19th & L St NW,W00790,Member,2012
396,8/30/2012 16:52,8/30/2012 16:59,31201,15th & P St NW,31229,New Hampshire Ave & T St NW,W00478,Member,2012
443,8/30/2012 16:57,8/30/2012 17:04,31243,4th & C St SW,31613,Eastern Market Metro / Pennsylvania Ave & 7th St SE,W00810,Member,2012
